code,HRG 1,Code Description
Z888,UZ01,"Personal history of allergy to other drugs, medicaments and biological substances"
Z889,UZ01,"Personal history of allergy to unspecified drugs, medicaments and biological substances"
Z890,UZ01,"Acquired absence of finger(s) [including thumb], unilateral"
Z891,UZ01,Acquired absence of hand and wrist
Z892,UZ01,Acquired absence of upper limb above wrist
Z893,UZ01,Acquired absence of both upper limbs [any level]
Z894,UZ01,Acquired absence of foot and ankle
Z895,UZ01,Acquired absence of leg at or below knee
Z896,UZ01,Acquired absence of leg above knee
Z897,UZ01,"Acquired absence of both lower limbs [any level, except toes alone]"
Z898,UZ01,Acquired absence of upper and lower limbs [any level]
Z899,UZ01,"Acquired absence of limb, unspecified"
Z900,UZ01,Acquired absence of part of head and neck
Z901,UZ01,Acquired absence of breast(s)
Z902,UZ01,Acquired absence of lung [part of]
Z903,UZ01,Acquired absence of part of stomach
Z904,UZ01,Acquired absence of other parts of digestive tract
Z905,UZ01,Acquired absence of kidney
Z906,UZ01,Acquired absence of other organs of urinary tract
Z907,UZ01,Acquired absence of genital organ(s)
Z908,UZ01,Acquired absence of other organs
Z910,UZ01,"Personal history of allergy, other than to drugs and biological substances"
Z911,UZ01,Personal history of noncompliance with medical treatment and regimen
Z912,UZ01,Personal history of poor personal hygiene
Z913,UZ01,Personal history of unhealthy sleep-wake schedule
Z914,UZ01,"Personal history of psychological trauma, not elsewhere classified"
Z915,UZ01,Personal history of self-harm
Z916,UZ01,Personal history of other physical trauma
Z917,UZ01,Personal history of female genital mutilation
Z918,UZ01,"Personal history of other specified risk-factors, not elsewhere classified"
Z920,UZ01,Personal history of contraception
Z921,UZ01,Personal history of long-term (current) use of anticoagulants
Z922,UZ01,Personal history of long-term (current) use of other medicaments
Z923,UZ01,Personal history of irradiation
Z924,UZ01,"Personal history of major surgery, not elsewhere classified"
Z925,UZ01,Personal history of rehabilitation measures
Z926,UZ01,Personal history of chemotherapy for neoplastic disease
Z928,UZ01,Personal history of other medical treatment
Z929,UZ01,"Personal history of medical treatment, unspecified"
Z930,UZ01,Tracheostomy status
Z931,UZ01,Gastrostomy status
Z932,UZ01,Ileostomy status
Z933,UZ01,Colostomy status
Z934,UZ01,Other artificial openings of gastrointestinal tract status
Z935,UZ01,Cystostomy status
Z936,UZ01,Other artificial openings of urinary tract status
Z938,UZ01,Other artificial opening status
Z939,UZ01,"Artificial opening status, unspecified"
Z940,UZ01,Kidney transplant status
Z941,UZ01,Heart transplant status
Z942,UZ01,Lung transplant status
Z943,UZ01,Heart and lungs transplant status
Z944,UZ01,Liver transplant status
Z945,UZ01,Skin transplant status
Z946,UZ01,Bone transplant status
Z947,UZ01,Corneal transplant status
Z948,UZ01,Other transplanted organ and tissue status
Z949,UZ01,"Transplanted organ and tissue status, unspecified"
Z950,UZ01,Presence of electronic cardiac devices
Z951,UZ01,Presence of aortocoronary bypass graft
Z952,UZ01,Presence of prosthetic heart valve
Z953,UZ01,Presence of xenogenic heart valve
Z954,UZ01,Presence of other heart-valve replacement
Z955,UZ01,Presence of coronary angioplasty implant and graft
Z958,UZ01,Presence of other cardiac and vascular implants and grafts
Z959,UZ01,"Presence of cardiac and vascular implant and graft, unspecified"
Z960,UZ01,Presence of urogenital implants
Z961,UZ01,Presence of intraocular lens
Z962,UZ01,Presence of otological and audiological implants
Z963,UZ01,Presence of artificial larynx
Z964,UZ01,Presence of endocrine implants
Z965,UZ01,Presence of tooth-root and mandibular implants
Z966,UZ01,Presence of orthopaedic joint implants
Z967,UZ01,Presence of other bone and tendon implants
Z968,UZ01,Presence of other specified functional implants
Z969,UZ01,"Presence of functional implant, unspecified"
Z970,UZ01,Presence of artificial eye
Z971,UZ01,Presence of artificial limb (complete)(partial)
Z972,UZ01,Presence of dental prosthetic device (complete)(partial)
Z973,UZ01,Presence of spectacles and contact lenses
Z974,UZ01,Presence of external hearing-aid
Z975,UZ01,Presence of (intrauterine) contraceptive device
Z978,UZ01,Presence of other specified devices
Z980,UZ01,Intestinal bypass and anastomosis status
Z981,UZ01,Arthrodesis status
Z982,UZ01,Presence of cerebrospinal fluid drainage device
Z988,UZ01,Other specified postsurgical states
Z990,UZ01,Dependence on aspirator
Z991,UZ01,Dependence on respirator
Z992,UZ01,Dependence on renal dialysis
Z993,UZ01,Dependence on wheelchair
Z994,UZ01,Dependence on artificial heart
Z998,UZ01,Dependence on other enabling machines and devices
Z999,UZ01,Dependence on unspecified enabling machine and device
S010,VA10,Open wound of scalp
S011,VA10,Open wound of eyelid and periocular area
S012,VA10,Open wound of nose
S013,VA10,Open wound of ear
S014,VA10,Open wound of cheek and temporomandibular area
S015,VA10,Open wound of lip and oral cavity
S017,VA10,Multiple open wounds of head
S018,VA10,Open wound of other parts of head
S019,VA10,"Open wound of head, part unspecified"
S020,VA10,Fracture of vault of skull
S0200,VA10,Fracture of vault of skull: closed
S0201,VA10,Fracture of vault of skull: open
S021,VA10,Fracture of base of skull
S0210,VA10,Fracture of base of skull: closed
S0211,VA10,Fracture of base of skull: open
S023,VA10,Fracture of orbital floor
S0231,VA10,Fracture of orbital floor: open
S024,VA10,Fracture of malar and maxillary bones
S0240,VA10,Fracture of malar and maxillary bones: closed
S0241,VA10,Fracture of malar and maxillary bones: open
S025,VA10,Fracture of tooth
S0250,VA10,Fracture of tooth: closed
S0251,VA10,Fracture of tooth: open
S026,VA10,Fracture of mandible
S0260,VA10,Fracture of mandible: closed
S0261,VA10,Fracture of mandible: open
S027,VA10,Multiple fractures involving skull and facial bones
S0270,VA10,Multiple fractures involving skull and facial bones: closed
S0271,VA10,Multiple fractures involving skull and facial bones: open
S028,VA10,Fractures of other skull and facial bones
S0280,VA10,Fractures of other skull and facial bones: closed
S0281,VA10,Fractures of other skull and facial bones: open
S029,VA10,"Fracture of skull and facial bones, part unspecified"
S0290,VA10,"Fracture of skull and facial bones, part unspecified: closed"
S0291,VA10,"Fracture of skull and facial bones, part unspecified: open"
S030,VA10,Dislocation of jaw
S032,VA10,Dislocation of tooth
S033,VA10,Dislocation of other and unspecified parts of head
S034,VA10,Sprain and strain of jaw
S035,VA10,Sprain and strain of joints and ligaments of other and unspecified parts of head
S040,VA10,Injury of optic nerve and pathways
S041,VA10,Injury of oculomotor nerve
S042,VA10,Injury of trochlear nerve
S043,VA10,Injury of trigeminal nerve
S044,VA10,Injury of abducent nerve
S045,VA10,Injury of facial nerve
S046,VA10,Injury of acoustic nerve
S047,VA10,Injury of accessory nerve
S048,VA10,Injury of other cranial nerves
S049,VA10,Injury of unspecified cranial nerve
S050,VA10,Injury of conjunctiva and corneal abrasion without mention of foreign body
S051,VA10,Contusion of eyeball and orbital tissues
S052,VA10,Ocular laceration and rupture with prolapse or loss of intraocular tissue
S053,VA10,Ocular laceration without prolapse or loss of intraocular tissue
S054,VA10,Penetrating wound of orbit with or without foreign body
S055,VA10,Penetrating wound of eyeball with foreign body
S056,VA10,Penetrating wound of eyeball without foreign body
S057,VA10,Avulsion of eye
S058,VA10,Other injuries of eye and orbit
S059,VA10,"Injury of eye and orbit, unspecified"
S060,VA10,Concussion
S0600,VA10,Concussion: without open intracranial wound
S0601,VA10,Concussion: with open intracranial wound
S061,VA10,Traumatic cerebral oedema
S0610,VA10,Traumatic cerebral oedema: without open intracranial wound
S0611,VA10,Traumatic cerebral oedema: with open intracranial wound
S062,VA10,Diffuse brain injury
S0620,VA10,Diffuse brain injury: without open intracranial wound
S0621,VA10,Diffuse brain injury: with open intracranial wound
S063,VA10,Focal brain injury
S0630,VA10,Focal brain injury: without open intracranial wound
S0631,VA10,Focal brain injury: with open intracranial wound
S064,VA10,Epidural haemorrhage
S0640,VA10,Epidural haemorrhage: without open intracranial wound
S0641,VA10,Epidural haemorrhage: with open intracranial wound
S065,VA10,Traumatic subdural haemorrhage
S0650,VA10,Traumatic subdural haemorrhage: without open intracranial wound
S0651,VA10,Traumatic subdural haemorrhage: with open intracranial wound
S066,VA10,Traumatic subarachnoid haemorrhage
S0660,VA10,Traumatic subarachnoid haemorrhage: without open intracranial wound
S0661,VA10,Traumatic subarachnoid haemorrhage: with open intracranial wound
S067,VA10,Intracranial injury with prolonged coma
S0670,VA10,Intracranial injury with prolonged coma: without open intracranial wound
S0671,VA10,Intracranial injury with prolonged coma: with open intracranial wound
S068,VA10,Other intracranial injuries
S0680,VA10,Other intracranial injuries: without open intracranial wound
S0681,VA10,Other intracranial injuries: with open intracranial wound
S069,VA10,"Intracranial injury, unspecified"
S0690,VA10,"Intracranial injury, unspecified: without open intracranial wound"
S0691,VA10,"Intracranial injury, unspecified: with open intracranial wound"
S070,VA10,Crushing injury of face
S071,VA10,Crushing injury of skull
S078,VA10,Crushing injury of other parts of head
S079,VA10,"Crushing injury of head, part unspecified"
S080,VA10,Avulsion of scalp
S081,VA10,Traumatic amputation of ear
S088,VA10,Traumatic amputation of other parts of head
S089,VA10,Traumatic amputation of unspecified part of head
S090,VA10,"Injury of blood vessels of head, not elsewhere classified"
S091,VA10,Injury of muscle and tendon of head
S092,VA10,Traumatic rupture of ear drum
S097,VA10,Multiple injuries of head
S098,VA10,Other specified injuries of head
S099,VA10,Unspecified injury of head
S110,VA10,Open wound involving larynx and trachea
S111,VA10,Open wound involving thyroid gland
S112,VA10,Open wound involving pharynx and cervical oesophagus
S117,VA10,Multiple open wounds of neck
S118,VA10,Open wound of other parts of neck
S119,VA10,"Open wound of neck, part unspecified"
S120,VA10,Fracture of first cervical vertebra
S1200,VA10,Fracture of first cervical vertebra: closed
S1201,VA10,Fracture of first cervical vertebra: open
S121,VA10,Fracture of second cervical vertebra
S1210,VA10,Fracture of second cervical vertebra: closed
S1211,VA10,Fracture of second cervical vertebra: open
S122,VA10,Fracture of other specified cervical vertebra
S1220,VA10,Fracture of other specified cervical vertebra: closed
S1221,VA10,Fracture of other specified cervical vertebra: open
S127,VA10,Multiple fractures of cervical spine
S1270,VA10,Multiple fractures of cervical spine: closed
S1271,VA10,Multiple fractures of cervical spine: open
S128,VA10,Fracture of other parts of neck
S1280,VA10,Fracture of other parts of neck: closed
S1281,VA10,Fracture of other parts of neck: open
S129,VA10,"Fracture of neck, part unspecified"
S1290,VA10,"Fracture of neck, part unspecified: closed"
S1291,VA10,"Fracture of neck, part unspecified: open"
S131,VA10,Dislocation of cervical vertebra
S132,VA10,Dislocation of other and unspecified parts of neck
S133,VA10,Multiple dislocations of neck
S134,VA10,Sprain and strain of cervical spine
S135,VA10,Sprain and strain of thyroid region
S136,VA10,Sprain and strain of joints and ligaments of other and unspecified parts of neck
S140,VA10,Concussion and oedema of cervical spinal cord
S141,VA10,Other and unspecified injuries of cervical spinal cord
S142,VA10,Injury of nerve root of cervical spine
S143,VA10,Injury of brachial plexus
S144,VA10,Injury of peripheral nerves of neck
S145,VA10,Injury of cervical sympathetic nerves
S146,VA10,Injury of other and unspecified nerves of neck
S150,VA10,Injury of carotid artery
S151,VA10,Injury of vertebral artery
S152,VA10,Injury of external jugular vein
S153,VA10,Injury of internal jugular vein
